#TYPE Selected.VMware.VimAutomation.Cloud.Impl.V1.CIVAppImpl
"Org","Name"
"AIAM-TechOps-Sandbox","vApp_MarkC_2"
"aidevops_sandbox","vApp_ryan.olsen@pearson.com_1"
"ams_dba","AMS DBA Test"
"ams_dba","dbaas"
"ams_dba","dbass-utils"
"ams_dba","dev-repo"
"ams_dba","localtestapp"
"ams_dba","marketplace"
"ams_dba","mgotst_daymj"
"ams_dba","mongodb_daymj"
"ams_dba","mongodb_teamcity"
"ams_dba","sandip"
"ams_dba","Ubuntu-12.04"
"DBAAS_Oracle_NJ2_DEV","DBAAS_Oracle_nj2_oem"
"DBAAS_Oracle_NJ2_DEV","DBAAS_Oracle_nj2_test"
"DBAAS_Oracle_NJ2_DEV","GG and mysql cluster test"
"DBAAS_Oracle_NJ2_DEV","oracle_demo_vapps"
"DBAAS_Oracle_NJ2_DEV","oracle_my_vapp"
"DBAAS_Oracle_NJ2_DEV","oracle_vapps"
"DBAAS_Oracle_NJ2_DEV","sandip_vapps2"
"DBaaS-NoSQL-NJ2-Dev","barbarians_root"
"DBaaS-NoSQL-NJ2-Dev","caas_gina"
"DBaaS-NoSQL-NJ2-Dev","dbaas_root"
"DBaaS-NoSQL-NJ2-Dev","dbaas_rothcp"
"DBaaS-NoSQL-NJ2-Dev","dbaas_seestd"
"DBaaS-NoSQL-NJ2-Dev","gina_root"
"DBaaS-NoSQL-NJ2-Dev","mongodb_rothcp"
"DBaaS-NoSQL-NJ2-Dev","test"
"DBaaS-NoSQL-NJ2-Dev","vApp_gina"
"DBaaS-NoSQL-NJ2-Dev","vApp_NoSQL_NJ"
"dev-nj2a-00-mystack","dev-nj2a-pr-48-jbloc-vcdstate-0001"
"dev-nj2a-00-mystack","dev-nj2a-pr-48-jbloc-vcdstate-0002"
"dev-nj2a-00-mystack","dev-nj2a-pr-70-tedtest-01x00x00-0002"
"dev-nj2a-00-mystack","vApp_system_1"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-apt-cache-0003"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-elk-esearch-0006"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-elk-esearch-0007"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-elk-esearchm-0004"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-elk-indexer-0002"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-elk-indexer-0003"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-puppet-enc-0019"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-puppet-enc-0020"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-puppet-enc-0021"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-puppet-master-0008"
"dev-nj2a-zz-infra","dev-nj2a-pr-zz-thalassa-server-0007"
"EUC-Macintosh-Prod-NJ2","Mac_EUC_BLIT"
"EUC-Macintosh-Prod-NJ2","Mac_MSC_Cache"
"Evalu8_Prod","vApp_Evalu8_NextGen_Prod"
"Evalu8_Staging","vApp_Evalu8_NextGen"
"Evalu8_Staging","vApp_Evalu8_PE"
"future_tech","mystack-build"
"future_tech","mystack-lbaas"
"future_tech","mystack-stratum"
"future_tech","ProjectFiona"
"Global_OS_Team_NJ2","vApp_alain.belzil@pearsonerpi.com_5"
"gme_nj2_prd","vApp_MonZa_NJ2"
"gme_nj2_prd","vApp_spawns"
"gme_nj2_prd","vApp_template"
"gme_nj2_prd_dlogs","vApp_DLogs"
"gme_nj2_prd_dlogs","vApp_Utility"
"gme_nj2_prd_util","Centos6.6_gme_catalogue"
"gme_nj2_prd_util","Ubuntu12.04_gme_catalogue"
"gme_nj2_prd_util","vApp_Helix"
"gme_nj2_staging","vApp_Monza_Stg_NJ2_new"
"gme_nj2_stg_dlogs","vApp_DLogs"
"gme_nj2_stg_dlogs","vApp_Utility"
"HED_architecture","demo"
"HED_architecture","platform-metrics"
"HED_architecture","ubuntu-12.04.4-LTS"
"HED_architecture","Wilbanks_test"
"HED-REVEL-CART-NJ2","revel-cart-nj2-haproxy-nodejs"
"HED-REVEL-CART-NJ2","revel-cart-nj2-haproxy-restexpress"
"HED-REVEL-CART-NJ2","revel-cart-nj2-mongodb"
"HED-REVEL-CART-NJ2","revel-cart-nj2-nodejs"
"HED-REVEL-CART-NJ2","revel-cart-nj2-redis"
"HED-REVEL-CART-NJ2","revel-cart-nj2-restexpress"
"HED-Tools","Crowd"
"HED-Tools","HAProxy 159.182.33.37"
"HED-Tools","JRebel License"
"HED-Tools","mysql"
"HED-Tools","NPM - Nexus"
"HED-Tools","Prod to Dev"
"HED-Tools","SonarDev"
"HED-Tools","stashapp"
"HED-Tools","vApp_sajan"
"hied-pxe-content","gradebook_vst_proto"
"hied-pxe-content","hssl_styleguide_vapp"
"IdAM-CorePlatform-Dev","be-haproxy"
"IdAM-CorePlatform-Dev","ELK Stack"
"IdAM-CorePlatform-Dev","fe-haproxy"
"IdAM-CorePlatform-Dev","openam-app"
"IdAM-CorePlatform-Dev","opendj-cts"
"IdAM-CorePlatform-Dev","opendj-replicator"
"IdAM-CorePlatform-Dev","opendj-user"
"IdAM-ExternalApplication-Sandbox","ALS"
"IdAM-ExternalApplication-Sandbox","OpenIG"
"IdAM-ExternalApplication-Sandbox","Vapp_SB"
"IdAM-ExternalApplication-Sandbox","vApp_stephen.brohan@pearson.com_RP"
"IdAM-ExternalApplication-Sandbox","vApp-AT-v2"
"IdAM-ExternalPlatform-Int","api"
"IdAM-ExternalPlatform-Int","be-haproxy"
"IdAM-ExternalPlatform-Int","elk"
"IdAM-ExternalPlatform-Int","fe-haproxy"
"IdAM-ExternalPlatform-Int","openam-app"
"IdAM-ExternalPlatform-Int","opendj-cts"
"IdAM-ExternalPlatform-Int","opendj-user"
"IdAM-ExternalPlatform-Int","web"
"IdAM-Internal-Ops-NJ2","kibana"
"IdAM-Internal-Ops-NJ2","rundeck"
"IdAM-InternalPlatform-Int","adfs-app"
"IdAM-InternalPlatform-Int","api"
"IdAM-InternalPlatform-Int","be-haproxy"
"IdAM-InternalPlatform-Int","elk"
"IdAM-InternalPlatform-Int","fe-haproxy"
"IdAM-InternalPlatform-Int","mycloud-app"
"IdAM-InternalPlatform-Int","openam-app"
"IdAM-InternalPlatform-Int","opendj-cts"
"IdAM-InternalPlatform-Int","opendj-user"
"IdAM-InternalPlatform-Int","web"
"IdAM-InternalPlatform-Test","api"
"IdAM-InternalPlatform-Test","be-haproxy"
"IdAM-InternalPlatform-Test","elk"
"IdAM-InternalPlatform-Test","fe-haproxy"
"IdAM-InternalPlatform-Test","openam-app"
"IdAM-InternalPlatform-Test","opendj-cts"
"IdAM-InternalPlatform-Test","opendj-user"
"IdAM-InternalPlatform-Test","web"
"IdAM-Internal-PreProd-NJ2","be-haproxy"
"IdAM-Internal-PreProd-NJ2","fe-haproxy"
"IdAM-Internal-PreProd-NJ2","openam-app"
"IdAM-Internal-PreProd-NJ2","opendj-cts"
"IdAM-Internal-PreProd-NJ2","opendj-replicator"
